Order ID;Order Date;Day of Week;Ship Mode;Customer ID;Customer Name;Origin Channel;Country/Region;City;State;Postal Code;Region;Category;Sub-Category;Product ID;Sales;Quantity;Discount;Profit
CA-2020-102204;1/5/2020;Friday;Standard Class;CJ-12010;Caroline Jumper;Email;United States;Jacksonville;Florida;32216;South;Power Muesli;Hunger Buster;OFF-SU-10001212;3.328;2;0.2;416
CA-2020-121790;30/1/2020;Thursday;Standard Class;LP-17095;Liz Preis;Email;United States;Aurora;Illinois;60505;Central;Power Muesli;Hunger Buster;OFF-SU-10004231;31.68;4;0.2;2.772
CA-2017-156244;12/8/2017;Saturday;Standard Class;DH-13675;Duane Huffman;Facebook;United States;Miami;Florida;33180;South;Power Muesli;Hunger Buster;OFF-SU-10000432;5.552;2;0.2;-1.041
CA-2017-109918;7/9/2017;Thursday;Second Class;LR-17035;Lisa Ryan;Sales;United States;Santa Clara;California;95051;West;Power Muesli;Hunger Buster;OFF-SU-10004290;27.36;4;0;7.3872
CA-2018-128356;2/10/2018;Tuesday;Standard Class;RP-19390;Resi Pölking;Email;United States;Thornton;Colorado;80229;West;Power Muesli;Hunger Buster;OFF-SU-10004290;10.944;2;0.2;0.9576
CA-2020-167017;23/11/2020;Monday;First Class;DC-12850;Dan Campbell;Email;United States;Roseville;Michigan;48066;Central;Power Muesli;Hunger Buster;OFF-SU-10001935;4.36;2;0;0.1744
CA-2017-169061;5/3/2017;Sunday;Second Class;AB-10150;Aimee Bixby;Email;United States;Yonkers;New York;10701;East;Power Muesli;Hunger Buster;OFF-SU-10000381;18.62;2;0;5.3998
CA-2017-142769;13/9/2017;Wednesday;First Class;RP-19390;Resi Pölking;Email;United States;Seattle;Washington;98103;West;Power Muesli;Hunger Buster;OFF-SU-10001574;7.3;2;0;2.19
CA-2019-118500;17/11/2019;Sunday;First Class;HJ-14875;Heather Jas;Facebook;United States;San Francisco;California;94122;West;Power Muesli;Hunger Buster;OFF-SU-10004231;49.5;5;0;13.365
CA-2019-143805;1/12/2019;Sunday;Second Class;JD-15895;Jonathan Doherty;Sales;United States;Richmond;Virginia;23223;South;Power Muesli;Hunger Buster;OFF-SU-10004664;40.7;5;0;11.803
CA-2019-144015;26/6/2019;Wednesday;First Class;AH-10075;Adam Hart;Sales;United States;Los Angeles;California;90036;West;Power Muesli;Hunger Buster;OFF-SU-10003505;231.72;2;0;11.586
CA-2018-111017;31/7/2018;Tuesday;Standard Class;SC-20695;Steve Chapman;Sales;United States;Saint Louis;Missouri;63116;Central;Power Muesli;Hunger Buster;OFF-SU-10002573;52.59;3;0;15.777
CA-2019-112578;29/12/2019;Sunday;Standard Class;FO-14305;Frank Olsen;Email;United States;Sacramento;California;95823;West;Power Muesli;Hunger Buster;OFF-SU-10002557;27.96;2;0;7.2696
US-2018-115343;22/9/2018;Saturday;First Class;FO-14305;Frank Olsen;Email;United States;Philadelphia;Pennsylvania;19143;East;Power Muesli;Hunger Buster;OFF-SU-10000898;55.6;5;0.2;6.255
US-2019-141264;13/8/2019;Tuesday;Standard Class;CT-11995;Carol Triggs;Email;United States;Irving;Texas;75061;Central;Power Muesli;Hunger Buster;OFF-SU-10003505;185.376;2;0.2;-34.758
CA-2017-130918;22/8/2017;Tuesday;Second Class;JP-15520;Jeremy Pistek;Email;United States;North Miami;Florida;33161;South;Power Muesli;Hunger Buster;OFF-SU-10003936;7.632;3;0.2;-1.8126
CA-2017-128622;15/11/2017;Wednesday;Second Class;SC-20260;Scott Cohen;Sales;United States;San Francisco;California;94110;West;Power Muesli;Hunger Buster;OFF-SU-10001574;10.95;3;0;3.285
CA-2020-117009;22/9/2020;Tuesday;Standard Class;BK-11260;Berenike Kampe;Email;United States;Santa Ana;California;92704;West;Power Muesli;Hunger Buster;OFF-SU-10001218;21.96;2;0;6.1488
US-2018-136259;5/11/2018;Monday;First Class;CB-12415;Christy Brittain;Email;United States;Lakewood;Ohio;44107;East;Power Muesli;Hunger Buster;OFF-SU-10004661;27.2;4;0.2;2.04
CA-2018-132941;25/5/2018;Friday;First Class;MM-18280;Muhammed MacIntyre;Sales;United States;Haltom City;Texas;76117;Central;Power Muesli;Hunger Buster;OFF-SU-10002557;22.368;2;0.2;1.6776
US-2018-130512;21/8/2018;Tuesday;Standard Class;SM-20320;Sean Miller;Facebook;United States;Allentown;Pennsylvania;18103;East;Power Muesli;Hunger Buster;OFF-SU-10001935;3.488;2;0.2;-0.6976
CA-2017-146843;30/11/2017;Thursday;Standard Class;PB-19150;Philip Brown;Email;United States;Avondale;Arizona;85323;West;Power Muesli;Hunger Buster;OFF-SU-10001664;47.992;7;0.2;3.5994
CA-2017-103310;10/5/2017;Wednesday;Standard Class;GM-14680;Greg Matthias;Email;United States;San Jose;California;95123;West;Power Muesli;Hunger Buster;OFF-SU-10004737;41.04;6;0;11.0808
CA-2020-167976;11/11/2020;Wednesday;Second Class;JL-15505;Jeremy Lonsdale;Email;United States;Aberdeen;South Dakota;57401;Central;Power Muesli;Hunger Buster;OFF-SU-10004661;25.5;3;0;6.63
CA-2019-161907;5/4/2019;Friday;Standard Class;JH-16180;Justin Hirsh;Email;United States;Philadelphia;Pennsylvania;19140;East;Power Muesli;Hunger Buster;OFF-SU-10000646;769.184;4;0.2;-163.4516
CA-2019-149671;5/6/2019;Wednesday;Standard Class;KB-16600;Ken Brennan;Sales;United States;Seattle;Washington;98105;West;Power Muesli;Hunger Buster;OFF-SU-10002537;61.38;6;0;15.9588
CA-2017-145254;23/7/2017;Sunday;Standard Class;NC-18535;Nick Crebassa;Sales;United States;San Francisco;California;94122;West;Power Muesli;Hunger Buster;OFF-SU-10004664;40.7;5;0;11.803
US-2017-154655;12/10/2017;Thursday;Standard Class;BP-11050;Barry Pond;Sales;United States;Chicago;Illinois;60623;Central;Power Muesli;Hunger Buster;OFF-SU-10000898;22.24;2;0.2;2.502
CA-2018-129546;28/9/2018;Friday;Standard Class;RP-19855;Roy Phan;Sales;United States;Los Angeles;California;90032;West;Power Muesli;Hunger Buster;OFF-SU-10004884;47.19;3;0;13.6851
CA-2017-130155;19/5/2017;Friday;First Class;TD-20995;Tamara Dahlen;Email;United States;Virginia Beach;Virginia;23464;South;Power Muesli;Hunger Buster;OFF-SU-10004737;34.2;5;0;9.234
CA-2019-144785;18/4/2019;Thursday;Standard Class;CS-12490;Cindy Schnelling;Sales;United States;New York City;New York;10009;East;Power Muesli;Hunger Buster;OFF-SU-10004290;6.84;1;0;1.8468
CA-2020-130148;24/9/2020;Thursday;Second Class;NK-18490;Neil Knudson;Facebook;United States;San Francisco;California;94110;West;Power Muesli;Hunger Buster;OFF-SU-10001574;7.3;2;0;2.19
CA-2020-167395;2/12/2020;Wednesday;First Class;KM-16720;Kunst Miller;Email;United States;Lowell;Massachusetts;1852;East;Power Muesli;Hunger Buster;OFF-SU-10001935;4.36;2;0;0.1744
CA-2017-121762;14/2/2017;Tuesday;Standard Class;ML-17395;Marina Lichtenstein;Sales;United States;Seattle;Washington;98103;West;Power Muesli;Hunger Buster;OFF-SU-10000157;238.62;2;0;4.7724
CA-2020-137918;29/9/2020;Tuesday;Standard Class;JK-15730;Joe Kamberova;Email;United States;Lodi;California;95240;West;Power Muesli;Hunger Buster;OFF-SU-10000898;97.3;7;0;28.217
CA-2018-130855;29/12/2018;Saturday;Standard Class;RF-19840;Roy Französisch;Email;United States;New York City;New York;10035;East;Power Muesli;Hunger Buster;OFF-SU-10003936;6.36;2;0;0.0636
CA-2019-169824;12/12/2019;Thursday;Standard Class;NS-18640;Noel Staavos;Sales;United States;New York City;New York;10009;East;Power Muesli;Hunger Buster;OFF-SU-10000952;35.52;4;0;9.9456
CA-2017-143371;28/12/2017;Thursday;Standard Class;MD-17350;Maribeth Dona;Email;United States;Anaheim;California;92804;West;Power Muesli;Hunger Buster;OFF-SU-10002537;51.15;5;0;13.299
US-2017-143287;11/11/2017;Saturday;Standard Class;KN-16705;Kristina Nunn;Facebook;United States;New Rochelle;New York;10801;East;Power Muesli;Hunger Buster;OFF-SU-10001574;7.3;2;0;2.19
CA-2018-100251;17/5/2018;Thursday;Standard Class;DV-13465;Dianna Vittorini;Email;United States;Long Beach;New York;11561;East;Power Muesli;Hunger Buster;OFF-SU-10000898;55.6;4;0;16.124
CA-2017-139892;8/9/2017;Friday;Standard Class;BM-11140;Becky Martin;Email;United States;San Antonio;Texas;78207;Central;Special Projects Muesil;Low Sugar;TEC-MA-10000822;8159.952;8;0.4;-1359.992
CA-2018-146262;2/1/2018;Tuesday;Standard Class;VW-21775;Victoria Wilson;Sales;United States;Medina;Ohio;44256;East;Special Projects Muesil;Low Sugar;TEC-MA-10000864;1188;9;0.7;-950.4
CA-2018-169397;24/12/2018;Monday;First Class;JB-15925;Joni Blumstein;Email;United States;Dublin;Ohio;43017;East;Special Projects Muesil;Low Sugar;TEC-MA-10001148;479.988;4;0.7;-383.9904
US-2017-106992;19/9/2017;Tuesday;Second Class;SB-20290;Sean Braxton;Sales;United States;Houston;Texas;77036;Central;Special Projects Muesil;Low Sugar;TEC-MA-10000822;3059.982;3;0.4;-509.997
US-2017-106992;19/9/2017;Tuesday;Second Class;SB-20290;Sean Braxton;Sales;United States;Houston;Texas;77036;Central;Special Projects Muesil;Low Sugar;TEC-MA-10003353;2519.958;7;0.4;-251.9958
CA-2017-164973;4/11/2017;Saturday;Standard Class;NM-18445;Nathan Mautz;Facebook;United States;New York City;New York;10024;East;Special Projects Muesil;Low Sugar;TEC-MA-10002927;3991.98;2;0;1995.99
CA-2018-122756;3/12/2018;Monday;Standard Class;DK-13225;Dean Katz;Sales;United States;Philadelphia;Pennsylvania;19140;East;Special Projects Muesil;Low Sugar;TEC-MA-10001681;482.34;4;0.7;-337.638
CA-2017-101476;12/9/2017;Tuesday;First Class;SD-20485;Shirley Daniels;Facebook;United States;New Rochelle;New York;10801;East;Special Projects Muesil;Low Sugar;TEC-MA-10000029;69.99;1;0;30.0957
CA-2019-147375;12/6/2019;Wednesday;Second Class;PO-19180;Philisse Overcash;Facebook;United States;Chicago;Illinois;60623;Central;Special Projects Muesil;Low Sugar;TEC-MA-10002937;1007.979;3;0.3;43.1991
US-2020-168116;4/11/2020;Wednesday;First Class;GT-14635;Grant Thornton;Sales;United States;Burlington;North Carolina;27217;South;Special Projects Muesil;Low Sugar;TEC-MA-10004125;7999.98;4;0.5;-3839.9904
CA-2019-165316;23/7/2019;Tuesday;Standard Class;JB-15400;Jennifer Braxton;Sales;United States;Tampa;Florida;33614;South;Special Projects Muesil;Low Sugar;TEC-MA-10004002;265.475;1;0.5;-111.4995
CA-2020-159366;7/1/2020;Tuesday;First Class;BW-11110;Bart Watters;Sales;United States;Detroit;Michigan;48205;Central;Special Projects Muesil;Low Sugar;TEC-MA-10000822;3059.982;2;0.1;679.996
CA-2020-100314;29/9/2020;Tuesday;Standard Class;AS-10630;Ann Steele;Facebook;United States;Pasadena;Texas;77506;Central;Special Projects Muesil;Low Sugar;TEC-MA-10003066;336.51;3;0.4;44.868
CA-2018-124450;27/4/2018;Friday;Standard Class;GT-14710;Greg Tran;Email;United States;Washington;District of Columbia;20016;East;Special Projects Muesil;Low Sugar;TEC-MA-10004212;1379.92;8;0;648.5624
US-2019-143819;1/3/2019;Friday;Standard Class;KD-16270;Karen Daniels;Email;United States;Yonkers;New York;10701;East;Special Projects Muesil;Low Sugar;TEC-MA-10003979;4899.93;7;0;2400.9657
CA-2017-146969;29/9/2017;Friday;Standard Class;AP-10915;Arthur Prichep;Email;United States;Los Angeles;California;90045;West;Special Projects Muesil;Low Sugar;TEC-MA-10004241;686.32;2;0.2;223.054
CA-2020-113481;2/1/2020;Thursday;First Class;AS-10045;Aaron Smayling;Sales;United States;Jacksonville;North Carolina;28540;South;Special Projects Muesil;Low Sugar;TEC-MA-10002178;695.7;2;0.5;-27.828
US-2020-155425;10/11/2020;Tuesday;First Class;AB-10600;Ann Blume;Sales;United States;Tucson;Arizona;85705;West;Special Projects Muesil;Low Sugar;TEC-MA-10003183;95.994;2;0.7;-63.996
CA-2019-133711;26/11/2019;Tuesday;First Class;MC-17425;Mark Cousins;Sales;United States;Mobile;Alabama;36608;South;Special Projects Muesil;Low Sugar;TEC-MA-10000010;3040;8;0;1459.2
CA-2019-134208;17/9/2019;Tuesday;Standard Class;CS-12505;Cindy Stewart;Email;United States;Columbus;Georgia;31907;South;Special Projects Muesil;Low Sugar;TEC-MA-10004458;396;4;0;190.08
CA-2017-122882;7/9/2017;Thursday;Standard Class;SB-20290;Sean Braxton;Sales;United States;Philadelphia;Pennsylvania;19134;East;Special Projects Muesil;Low Sugar;TEC-MA-10004679;399.54;4;0.7;-559.356
CA-2020-162691;1/8/2020;Saturday;Standard Class;AS-10045;Aaron Smayling;Sales;United States;Austin;Texas;78745;Central;Special Projects Muesil;Low Sugar;TEC-MA-10000488;1439.982;3;0.4;-263.9967
CA-2020-121503;3/7/2020;Friday;Second Class;FH-14275;Frank Hawley;Sales;United States;Houston;Texas;77041;Central;Special Projects Muesil;Low Sugar;TEC-MA-10003674;597.132;3;0.4;49.761
CA-2019-128818;7/5/2019;Tuesday;Standard Class;CJ-12010;Caroline Jumper;Email;United States;New York City;New York;10009;East;Special Projects Muesil;Low Sugar;TEC-MA-10000488;3999.95;5;0;1159.9855
CA-2018-111514;31/8/2018;Friday;First Class;SC-20260;Scott Cohen;Sales;United States;San Francisco;California;94122;West;Special Projects Muesil;Low Sugar;TEC-MA-10000597;239.976;3;0.2;80.9919
CA-2019-107202;21/5/2019;Tuesday;Standard Class;LC-16930;Linda Cazamias;Sales;United States;Sparks;Nevada;89431;West;Special Projects Muesil;Low Sugar;TEC-MA-10000112;2396.4;10;0.2;179.73
CA-2019-165848;4/6/2019;Tuesday;First Class;EN-13780;Edward Nazzal;Email;United States;New York City;New York;10035;East;Special Projects Muesil;Low Sugar;TEC-MA-10003356;1349.85;3;0;364.4595
US-2020-165344;13/11/2020;Friday;First Class;SB-20290;Sean Braxton;Sales;United States;Springfield;Ohio;45503;East;Special Projects Muesil;Low Sugar;TEC-MA-10002210;652.995;7;0.7;-935.9595
CA-2020-127026;21/1/2020;Tuesday;Standard Class;MH-18115;Mick Hernandez;Facebook;United States;Jackson;Michigan;49201;Central;Special Projects Muesil;Low Sugar;TEC-MA-10002981;350.973;3;0.1;152.0883
CA-2017-145317;18/3/2017;Saturday;Standard Class;SM-20320;Sean Miller;Facebook;United States;Jacksonville;Florida;32216;South;Special Projects Muesil;Low Sugar;TEC-MA-10003626;821.3;4;0.5;-16.426
CA-2017-145317;18/3/2017;Saturday;Standard Class;SM-20320;Sean Miller;Facebook;United States;Jacksonville;Florida;32216;South;Special Projects Muesil;Low Sugar;TEC-MA-10002412;22638.48;6;0.5;-1811.0784
CA-2018-121797;30/1/2018;Tuesday;Standard Class;CC-12145;Charles Crestani;Email;United States;Los Angeles;California;90049;West;Special Projects Muesil;Low Sugar;TEC-MA-10000488;1919.976;3;0.2;215.9973
CA-2019-147368;9/6/2019;Sunday;First Class;TC-21295;Toby Carlisle;Email;United States;Tallahassee;Florida;32303;South;Special Projects Muesil;Low Sugar;TEC-MA-10002178;695.7;2;0.5;-27.828
CA-2017-138317;21/6/2017;Wednesday;Standard Class;NW-18400;Natalie Webber;Email;United States;Philadelphia;Pennsylvania;19120;East;Special Projects Muesil;Low Sugar;TEC-MA-10004521;206.991;3;0.7;-172.4925
CA-2020-134845;17/4/2020;Friday;Standard Class;SR-20425;Sharelle Roach;Facebook;United States;Louisville;Colorado;80027;West;Special Projects Muesil;Low Sugar;TEC-MA-10000822;2549.985;5;0.7;-3399.98
CA-2019-150350;23/8/2019;Friday;Standard Class;MS-17770;Maxwell Schwartz;Email;United States;Seattle;Washington;98105;West;Special Projects Muesil;Low Sugar;TEC-MA-10001972;837.6;3;0.2;62.82
CA-2018-147830;15/12/2018;Saturday;First Class;NF-18385;Natalie Fritzler;Email;United States;Newark;Ohio;43055;East;Special Projects Muesil;Low Sugar;TEC-MA-10000418;1799.994;2;0.7;-2639.9912
CA-2020-113418;1/10/2020;Thursday;First Class;CM-12655;Corinna Mitchell;Facebook;United States;New York City;New York;10035;East;Special Projects Muesil;Low Sugar;TEC-MA-10002428;1704.89;11;0;767.2005
CA-2020-136308;16/11/2020;Monday;First Class;MW-18235;Mitch Willingham;Sales;United States;San Francisco;California;94122;West;Special Projects Muesil;Low Sugar;TEC-MA-10000488;1919.976;3;0.2;215.9973
CA-2019-134803;28/5/2019;Tuesday;Standard Class;CL-12565;Clay Ludtke;Email;United States;Los Angeles;California;90004;West;Special Projects Muesil;Low Sugar;TEC-MA-10001972;558.4;2;0.2;41.88
CA-2017-166863;20/6/2017;Tuesday;Standard Class;SC-20020;Sam Craven;Email;United States;Plano;Texas;75023;Central;Special Projects Muesil;Low Sugar;TEC-MA-10001972;418.8;2;0.4;-97.72
CA-2017-110849;18/4/2017;Tuesday;Standard Class;JL-15835;John Lee;Email;United States;Los Angeles;California;90049;West;Special Projects Muesil;Low Sugar;TEC-MA-10002859;287.968;4;0.2;97.1892
CA-2020-168109;3/7/2020;Friday;First Class;JK-15640;Jim Kriz;Facebook;United States;Seattle;Washington;98105;West;Special Projects Muesil;Low Sugar;TEC-MA-10001148;2395.2;6;0.2;209.58
CA-2018-132626;9/7/2018;Monday;Standard Class;BT-11680;Brian Thompson;Email;United States;Clinton;Maryland;20735;East;Special Projects Muesil;Low Sugar;TEC-MA-10002428;464.97;3;0;209.2365
US-2018-131359;30/10/2018;Tuesday;Second Class;FA-14230;Frank Atkinson;Sales;United States;Denver;Colorado;80219;West;Special Projects Muesil;Low Sugar;TEC-MA-10000597;59.994;2;0.7;-45.9954
CA-2019-145730;3/3/2019;Sunday;Standard Class;CC-12220;Chris Cortes;Email;United States;San Antonio;Texas;78207;Central;Special Projects Muesil;Low Sugar;TEC-MA-10001016;287.91;3;0.4;33.5895
CA-2020-124296;24/12/2020;Thursday;Standard Class;CS-12355;Christine Sundaresam;Email;United States;Lafayette;Louisiana;70506;South;Special Projects Muesil;Low Sugar;TEC-MA-10003183;479.97;3;0;239.985
CA-2017-110786;29/12/2017;Friday;Standard Class;AJ-10795;Anthony Johnson;Sales;United States;San Francisco;California;94110;West;Special Projects Muesil;Low Sugar;TEC-MA-10003183;767.952;6;0.2;287.982
CA-2018-102491;24/8/2018;Friday;Standard Class;KW-16435;Katrina Willman;Email;United States;Florence;Kentucky;41042;South;Special Projects Muesil;Low Sugar;TEC-MA-10000864;3080;7;0;1416.8
CA-2017-127299;19/9/2017;Tuesday;Standard Class;JL-15835;John Lee;Email;United States;Charlotte;North Carolina;28205;South;Special Projects Muesil;Low Sugar;TEC-MA-10001127;2624.985;3;0.5;-944.9946
CA-2017-128839;8/9/2017;Friday;Standard Class;TT-21070;Ted Trevino;Email;United States;Chesapeake;Virginia;23320;South;Special Projects Muesil;Low Sugar;TEC-MA-10000029;209.97;3;0;90.2871
CA-2020-149881;1/4/2020;Wednesday;First Class;NC-18535;Nick Crebassa;Sales;United States;San Francisco;California;94110;West;Special Projects Muesil;Low Sugar;TEC-MA-10000418;4799.984;2;0.2;359.9988
CA-2020-134565;11/6/2020;Thursday;Second Class;TB-21400;Tom Boeckenhauer;Email;United States;Seattle;Washington;98103;West;Special Projects Muesil;Low Sugar;TEC-MA-10001570;385.8;5;0.2;130.2075
US-2019-107440;16/4/2019;Tuesday;Standard Class;BS-11365;Bill Shonely;Sales;United States;Lakewood;New Jersey;8701;East;Special Projects Muesil;Low Sugar;TEC-MA-10001047;9099.93;7;0;2365.9818
CA-2017-125829;4/11/2017;Saturday;Standard Class;WB-21850;William Brown;Email;United States;Los Angeles;California;90045;West;Special Projects Muesil;Low Sugar;TEC-MA-10003246;447.968;4;0.2;139.99
CA-2018-147501;2/8/2018;Thursday;Standard Class;Co-12640;Corey-Lock;Email;United States;Seattle;Washington;98105;West;Special Projects Muesil;Low Sugar;TEC-MA-10001972;558.4;2;0.2;41.88
CA-2019-127649;7/10/2019;Monday;First Class;DL-13495;Dionis Lloyd;Sales;United States;Spokane;Washington;99207;West;Special Projects Muesil;Low Sugar;TEC-MA-10001972;837.6;3;0.2;62.82
CA-2019-140018;21/11/2019;Thursday;Standard Class;CK-12205;Chloris Kastensmidt;Email;United States;Columbus;Ohio;43229;East;Special Projects Muesil;Low Sugar;TEC-MA-10000752;30.345;7;0.7;-24.276
CA-2018-169796;9/11/2018;Friday;Standard Class;Dp-13240;Dean percer;Facebook;United States;New York City;New York;10035;East;Special Projects Muesil;Low Sugar;TEC-MA-10000045;2321.9;2;0;1114.512
CA-2018-127173;26/9/2018;Wednesday;Standard Class;GM-14500;Gene McClure;Email;United States;Oceanside;New York;11572;East;Special Projects Muesil;Low Sugar;TEC-MA-10002859;629.93;7;0;296.0671
CA-2017-160766;14/9/2017;Thursday;First Class;DM-13015;Darrin Martin;Email;United States;New York City;New York;10009;East;Special Projects Muesil;Low Sugar;TEC-MA-10003979;2799.96;4;0;1371.9804
US-2020-114657;16/11/2020;Monday;Standard Class;MH-18115;Mick Hernandez;Facebook;United States;Yonkers;New York;10701;East;Special Projects Muesil;Low Sugar;TEC-MA-10003173;52.44;4;0;24.1224
CA-2019-136021;14/8/2019;Wednesday;Standard Class;JM-15580;Jill Matthias;Email;United States;Los Angeles;California;90045;West;Special Projects Muesil;Low Sugar;TEC-MA-10000423;105.552;6;0.2;35.6238
CA-2020-157966;13/3/2020;Friday;First Class;SU-20665;Stephanie Ulpright;Facebook;United States;Chicago;Illinois;60610;Central;Special Projects Muesil;Low Sugar;TEC-MA-10002109;209.986;2;0.3;8.9994
US-2020-147886;28/3/2020;Saturday;First Class;DH-13075;Dave Hallsten;Sales;United States;Fairfield;California;94533;West;Special Projects Muesil;Low Sugar;TEC-MA-10004679;532.72;2;0.2;53.272
CA-2018-149300;22/11/2018;Thursday;First Class;BH-11710;Brosina Hoffman;Email;United States;Hialeah;Florida;33012;South;Special Projects Muesil;Low Sugar;TEC-MA-10000423;32.985;3;0.5;-1.9791
US-2018-159513;2/4/2018;Monday;Standard Class;JD-15790;John Dryer;Email;United States;Los Angeles;California;90049;West;Special Projects Muesil;Low Sugar;TEC-MA-10003329;71.976;3;0.2;24.2919
CA-2018-135580;30/12/2018;Sunday;Standard Class;CL-12565;Clay Ludtke;Email;United States;Los Angeles;California;90049;West;Special Projects Muesil;Low Sugar;TEC-MA-10004002;2548.56;6;0.2;286.713
CA-2020-122364;24/9/2020;Thursday;Standard Class;FA-14230;Frank Atkinson;Sales;United States;Los Angeles;California;90008;West;Special Projects Muesil;Low Sugar;TEC-MA-10001031;506.28;3;0.2;177.198
CA-2020-166695;20/5/2020;Wednesday;Standard Class;CC-12430;Chuck Clark;Facebook;United States;Lakewood;California;90712;West;Special Projects Muesil;Low Sugar;TEC-MA-10003176;343.2;1;0.2;38.61
CA-2017-104402;17/6/2017;Saturday;Standard Class;DB-13660;Duane Benoit;Email;United States;Newark;Delaware;19711;East;Special Projects Muesil;Low Sugar;TEC-MA-10000423;65.97;3;0;31.0059
CA-2020-143112;5/10/2020;Monday;Standard Class;TS-21370;Todd Sumrall;Sales;United States;New York City;New York;10035;East;Special Projects Muesil;Low Sugar;TEC-MA-10001047;5199.96;4;0;1351.9896
CA-2020-110443;21/11/2020;Saturday;Standard Class;CK-12205;Chloris Kastensmidt;Email;United States;Renton;Washington;98059;West;Special Projects Muesil;Low Sugar;TEC-MA-10002073;1039.992;1;0.2;103.9992
CA-2020-113908;3/6/2020;Wednesday;Standard Class;KN-16390;Katherine Nockton;Sales;United States;New York City;New York;10011;East;Special Projects Muesil;Low Sugar;TEC-MA-10003173;78.66;6;0;36.1836
CA-2019-160535;25/11/2019;Monday;Standard Class;BP-11050;Barry Pond;Sales;United States;Plainfield;New Jersey;7060;East;Special Projects Muesil;Low Sugar;TEC-MA-10004255;319.92;8;0;118.3704
CA-2019-148852;26/5/2019;Sunday;Standard Class;SV-20785;Stewart Visinsky;Email;United States;Santa Ana;California;92704;West;Special Projects Muesil;Low Sugar;TEC-MA-10002428;371.976;3;0.2;116.2425
CA-2017-145541;14/12/2017;Thursday;Standard Class;TB-21400;Tom Boeckenhauer;Email;United States;New York City;New York;10024;East;Special Projects Muesil;Low Sugar;TEC-MA-10001127;6999.96;4;0;2239.9872
CA-2018-109337;21/11/2018;Wednesday;Second Class;DL-13330;Denise Leinenbach;Email;United States;Lawrence;Indiana;46226;Central;Special Projects Muesil;Low Sugar;TEC-MA-10002930;83.9;2;0;22.653
CA-2019-144764;2/9/2019;Monday;Standard Class;RL-19615;Rob Lucas;Email;United States;Chicago;Illinois;60623;Central;Special Projects Muesil;Low Sugar;TEC-MA-10003230;1362.9;3;0.3;-19.47
CA-2019-109827;25/12/2019;Wednesday;Standard Class;LW-16825;Laurel Workman;Sales;United States;Phoenix;Arizona;85023;West;Special Projects Muesil;Low Sugar;TEC-MA-10003356;269.97;2;0.7;-386.957
CA-2020-156237;14/9/2020;Monday;First Class;PS-18760;Pamela Stobb;Email;United States;Philadelphia;Pennsylvania;19140;East;Special Projects Muesil;Low Sugar;TEC-MA-10002930;12.585;1;0.7;-18.0385
CA-2020-156237;14/9/2020;Monday;First Class;PS-18760;Pamela Stobb;Email;United States;Philadelphia;Pennsylvania;19140;East;Special Projects Muesil;Low Sugar;TEC-MA-10001681;241.17;2;0.7;-168.819
CA-2018-161767;20/11/2018;Tuesday;Standard Class;GK-14620;Grace Kelly;Sales;United States;Dallas;Texas;75217;Central;Special Projects Muesil;Low Sugar;TEC-MA-10002790;479.988;2;0.4;55.9986
CA-2020-137414;2/10/2020;Friday;Standard Class;CM-12115;Chad McGuire;Email;United States;San Francisco;California;94109;West;Special Projects Muesil;Low Sugar;TEC-MA-10002930;369.16;11;0.2;32.3015
CA-2019-164924;10/7/2019;Wednesday;First Class;EA-14035;Erin Ashbrook;Sales;United States;Philadelphia;Pennsylvania;19143;East;Special Projects Muesil;Low Sugar;TEC-MA-10000904;341.991;3;0.7;-319.1916
CA-2020-159282;16/10/2020;Friday;Standard Class;GH-14410;Gary Hansen;Facebook;United States;Yuma;Arizona;85364;West;Special Projects Muesil;Low Sugar;TEC-MA-10001148;599.985;5;0.7;-479.988
CA-2017-158281;2/9/2017;Saturday;Standard Class;AG-10525;Andy Gerbode;Sales;United States;Houston;Texas;77095;Central;Special Projects Muesil;Low Sugar;TEC-MA-10002210;559.71;3;0.4;-121.2705
CA-2020-109183;4/12/2020;Friday;Standard Class;LR-16915;Lena Radford;Email;United States;Nashville;Tennessee;37211;South;Special Projects Muesil;Low Sugar;TEC-MA-10001856;649;2;0.5;-272.58
US-2017-131275;18/3/2017;Saturday;Standard Class;SC-20050;Sample Company A;Facebook;United States;Burbank;California;91505;West;Special Projects Muesil;Low Sugar;TEC-MA-10001148;1279.968;4;0.2;415.9896
US-2019-114013;13/3/2019;Wednesday;Second Class;SC-20770;Stewart Carmichael;Sales;United States;Philadelphia;Pennsylvania;19134;East;Special Projects Muesil;Low Sugar;TEC-MA-10001148;449.1;3;0.7;-643.71
CA-2017-131947;17/9/2017;Sunday;Standard Class;JA-15970;Joseph Airdo;Email;United States;Springfield;Oregon;97477;West;Special Projects Muesil;Low Sugar;TEC-MA-10004086;29.925;5;0.7;-21.945
US-2019-157490;6/10/2019;Sunday;First Class;LB-16795;Laurel Beltran;Facebook;United States;Pueblo;Colorado;81001;West;Special Projects Muesil;Low Sugar;TEC-MA-10001695;703.71;6;0.7;-938.28
US-2017-115196;9/9/2017;Saturday;Standard Class;DL-12925;Daniel Lacy;Email;United States;Greenville;North Carolina;27834;South;Special Projects Muesil;Low Sugar;TEC-MA-10002073;1299.99;2;0.5;-571.9956
